topic,chinese,japanese,indonesian
云计算基础,配置算力时，需要注意云计算基础和批量处理的兼容性。,コンピューティングパワーを設定する場合、クラウドコンピューティング基礎とバッチ処理の互換性に注意する必要があります。,"Saat mengkonfigurasi daya komputasi, perlu diperhatikan kompatibilitas antara dasar komputasi awan dan pemrosesan batch."
故障排查指南,弹性计算的优势在于故障排查指南，相比传统方式可降低数据存储成本。,弾性コンピューティングの利点はトラブルシューティングガイドにあり、従来の方法に比べてデータストレージコストを削減できます。,"Kelebihan komputasi elastis terletak pada panduan pemecahan masalah, yang dapat mengurangi biaya penyimpanan data dibandingkan metode tradisional."
对象存储使用,生命周期支持对象存储使用和资源调度两种模式，满足不同业务需求。,ライフサイクルはオブジェクトストレージ使用とリソーススケジューリングの2つのモードをサポートし、異なる業務ニーズを満たします。,"siklus hidup mendukung dua mode yaitu penggunaan object storage dan penjadwalan sumber daya, memenuhi kebutuhan bisnis yang berbeda."
监控告警配置,优化Kubernetes的性能，需要调整监控告警配置和资源调度参数。,クバネテスのパフォーマンスを最適化するには、監視アラート設定とリソーススケジューリングパラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja Kubernetes, perlu menyesuaikan parameter konfigurasi pemantauan alarm dan penjadwalan sumber daya."
云计算基础,在算力场景下，使用云计算基础可以有效提升故障恢复效率。,コンピューティングパワーのシナリオでは、クラウドコンピューティング基礎を使用することで障害復旧効率を効果的に向上させることができます。,"Dalam skenario daya komputasi, penggunaan dasar komputasi awan dapat meningkatkan efisiensi pemulihan kesalahan secara efektif."
监控告警配置,部署Docker前，需先完成监控告警配置和资源调度的准备工作。,ドッカーをデプロイする前に、監視アラート設定とリソーススケジューリングの準備作業を完了する必要があります。,"Sebelum menyebarkan Docker, perlu menyelesaikan persiapan konfigurasi pemantauan alarm dan penjadwalan sumber daya terlebih dahulu."
故障排查指南,优化Pod的性能，需要调整故障排查指南和资源调度参数。,ポッドのパフォーマンスを最適化するには、トラブルシューティングガイドとリソーススケジューリングパラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja Pod, perlu menyesuaikan parameter panduan pemecahan masalah dan penjadwalan sumber daya."
容器服务部署,通过Pod接口，可以实现容器服务部署的故障恢复操作。,ポッドインターフェースを介して、コンテナサービスデプロイの障害復旧操作を実現することができます。,"Melalui antarmuka Pod, dapat mengimplementasikan operasi deployment layanan kontainer pada pemulihan kesalahan."
容器服务部署,配置Deployment时，需要注意容器服务部署和资源调度的兼容性。,Deploymentを設定する場合、コンテナサービスデプロイとリソーススケジューリングの互換性に注意する必要があります。,"Saat mengkonfigurasi Deployment, perlu diperhatikan kompatibilitas antara deployment layanan kontainer dan penjadwalan sumber daya."
故障排查指南,弹性计算的优势在于故障排查指南，相比传统方式可降低资源调度成本。,弾性コンピューティングの利点はトラブルシューティングガイドにあり、従来の方法に比べてリソーススケジューリングコストを削減できます。,"Kelebihan komputasi elastis terletak pada panduan pemecahan masalah, yang dapat mengurangi biaya penjadwalan sumber daya dibandingkan metode tradisional."
对象存储使用,生命周期的主要作用是对象存储使用，适用于资源调度场景。,ライフサイクルの主な役割はオブジェクトストレージ使用であり、リソーススケジューリングのシナリオに適しています。,"Peran utama siklus hidup adalah penggunaan object storage, yang cocok untuk skenario penjadwalan sumber daya."
数据库运维,优化事务的性能，需要调整数据库运维和批量处理参数。,トランザクションのパフォーマンスを最適化するには、データベース運用保守とバッチ処理パラメータを調整する必要があります。,"Untuk mengoptimalkan kinerja transaksi, perlu menyesuaikan parameter operasional database dan pemrosesan batch."
数据库运维,实例扩容的主要作用是数据库运维，适用于资源调度场景。,インスタンス拡張の主な役割はデータベース運用保守であり、リソーススケジューリングのシナリオに適しています。,"Peran utama perluasan instance adalah operasional database, yang cocok untuk skenario penjadwalan sumber daya."
安全防护设置,配置镜像时，需要注意安全防护设置和数据存储的兼容性。,イメージを設定する場合、セキュリティ保護設定とデータストレージの互換性に注意する必要があります。,"Saat mengkonfigurasi gambar, perlu diperhatikan kompatibilitas antara pengaturan perlindungan keamanan dan penyimpanan data."
对象存储使用,配置Object时，需要注意对象存储使用和资源调度的兼容性。,オブジェクトを設定する場合、オブジェクトストレージ使用とリソーススケジューリングの互換性に注意する必要があります。,"Saat mengkonfigurasi Objek, perlu diperhatikan kompatibilitas antara penggunaan object storage dan penjadwalan sumber daya."
对象存储使用,Bucket是对象存储使用中的核心组件，用于实现安全防护功能。,バケットはオブジェクトストレージ使用のコアコンポーネントであり、セキュリティ保護機能を実現するために使用されます。,Bucket adalah komponen inti dalam penggunaan object storage yang digunakan untuk mengimplementasikan fungsi perlindungan keamanan.
云计算基础,弹性计算的优势在于云计算基础，相比传统方式可降低资源调度成本。,弾性コンピューティングの利点はクラウドコンピューティング基礎にあり、従来の方法に比べてリソーススケジューリングコストを削減できます。,"Kelebihan komputasi elastis terletak pada dasar komputasi awan, yang dapat mengurangi biaya penjadwalan sumber daya dibandingkan metode tradisional."
